L_FCC_x,L_FM1_x,L_FM2_x,L_FM5_x,R_FCC_x,R_FM1_x,R_FM2_x,R_FM5_x,L_FCC_y,L_FM1_y,L_FM2_y,L_FM5_y,R_FCC_y,R_FM1_y,R_FM2_y,R_FM5_y,L_FCC_z,L_FM1_z,L_FM2_z,L_FM5_z,R_FCC_z,R_FM1_z,R_FM2_z,R_FM5_z
1.136226,1.31695,1.329524,1.298078,0.721564,0.901184,0.915418,0.877389,0.55828,0.523198,0.564343,0.609308,0.471298,0.481502,0.447226,0.401412,0.063948,0.091999,0.098605,0.07274,0.083135,0.060851,0.055894,0.040796
1.134363,1.315336,1.327875,1.296275,0.719476,0.899022,0.913264,0.875314,0.558012,0.522686,0.563714,0.608867,0.471309,0.481712,0.447164,0.401524,0.064255,0.090425,0.096962,0.071662,0.083673,0.060702,0.055856,0.040776
1.132396,1.313618,1.326135,1.294369,0.717254,0.896717,0.91096,0.87308,0.557744,0.522156,0.563069,0.60841,0.471317,0.481916,0.447102,0.401633,0.064583,0.088754,0.095216,0.070501,0.084274,0.060556,0.05581,0.040758
1.13034,1.311803,1.324317,1.292373,0.714915,0.894282,0.908518,0.870694,0.557482,0.521616,0.562422,0.607946,0.471322,0.482106,0.447041,0.401735,0.06493,0.086997,0.093379,0.069264,0.08494,0.060418,0.055755,0.040745
1.128207,1.309902,1.322432,1.290299,0.712476,0.891735,0.905953,0.868169,0.557233,0.521076,0.561783,0.607483,0.471323,0.482279,0.446983,0.401828,0.065294,0.085173,0.091469,0.06796,0.085675,0.06029,0.05569,0.040736
1.126011,1.307923,1.320488,1.288158,0.709958,0.889093,0.903283,0.865521,0.557003,0.520546,0.561164,0.607032,0.471319,0.482429,0.446927,0.401913,0.06567,0.083298,0.089504,0.066602,0.086481,0.060175,0.055616,0.040733
1.12376,1.305874,1.318492,1.285959,0.707381,0.886372,0.900527,0.86277,0.556798,0.520037,0.560578,0.606602,0.471308,0.482555,0.446875,0.401988,0.066054,0.081393,0.087503,0.065204,0.087359,0.060075,0.055534,0.040736
1.121463,1.303764,1.316448,1.283707,0.704765,0.88359,0.897702,0.859933,0.556623,0.51956,0.560034,0.606204,0.47129,0.482656,0.446826,0.402054,0.066443,0.079479,0.085485,0.063782,0.088312,0.05999,0.055444,0.040744
1.119125,1.301596,1.314357,1.281407,0.702129,0.880762,0.894825,0.857028,0.55648,0.519122,0.559541,0.605846,0.471262,0.482733,0.44678,0.402112,0.066831,0.077575,0.083472,0.062353,0.089339,0.05992,0.055348,0.040758
1.116748,1.299376,1.312222,1.279061,0.699487,0.877902,0.891911,0.854071,0.556371,0.518729,0.559105,0.605533,0.471223,0.482788,0.446736,0.402162,0.067215,0.075701,0.081481,0.060933,0.090444,0.059864,0.055247,0.040777
1.114335,1.297105,1.310041,1.276672,0.696856,0.875024,0.888973,0.851078,0.556297,0.518383,0.55873,0.605271,0.471172,0.482822,0.446694,0.402202,0.067593,0.073876,0.079531,0.059539,0.091626,0.059821,0.055141,0.040801
1.111885,1.294786,1.307815,1.274239,0.694248,0.872138,0.886024,0.848061,0.556255,0.518087,0.558417,0.605061,0.471106,0.482837,0.446654,0.402232,0.06796,0.072114,0.077638,0.058184,0.092888,0.05979,0.055032,0.04083
1.109398,1.292418,1.30554,1.271763,0.691674,0.869254,0.883072,0.845034,0.556244,0.51784,0.558163,0.604901,0.471025,0.482836,0.446616,0.402254,0.068314,0.07043,0.075818,0.056883,0.09423,0.059769,0.054921,0.040865
1.106873,1.290001,1.303215,1.269243,0.689145,0.866381,0.880125,0.842005,0.556262,0.517638,0.557964,0.604788,0.47093,0.482822,0.446578,0.402267,0.068652,0.068835,0.074083,0.05565,0.095655,0.059756,0.054808,0.040905
1.104307,1.287533,1.300837,1.266678,0.68667,0.863524,0.877191,0.838983,0.556305,0.517477,0.557812,0.604718,0.470819,0.482797,0.446541,0.402271,0.068971,0.067339,0.072446,0.054495,0.097164,0.059751,0.054694,0.040952
1.101699,1.285012,1.298404,1.264067,0.684256,0.860689,0.874273,0.835974,0.556371,0.51735,0.557698,0.604681,0.470693,0.482762,0.446504,0.402267,0.069269,0.06595,0.070916,0.053428,0.098761,0.059752,0.054578,0.041005
1.099044,1.282436,1.295914,1.26141,0.681913,0.85788,0.871377,0.832985,0.556456,0.51725,0.557612,0.604673,0.470554,0.48272,0.446466,0.402255,0.069542,0.064671,0.069503,0.052458,0.100446,0.059757,0.054462,0.041067
1.096343,1.279804,1.293364,1.258706,0.679646,0.855102,0.868506,0.83002,0.556555,0.517168,0.557544,0.604684,0.470403,0.482672,0.446428,0.402236,0.06979,0.063507,0.068212,0.05159,0.102222,0.059767,0.054346,0.041138
1.093594,1.277116,1.290752,1.255955,0.677462,0.852356,0.865661,0.827083,0.556665,0.517099,0.557487,0.604709,0.47024,0.482619,0.446389,0.40221,0.07001,0.062457,0.067046,0.050828,0.104093,0.059779,0.054229,0.041221
1.090796,1.274371,1.28808,1.253158,0.675367,0.849646,0.862845,0.824177,0.556782,0.517037,0.557435,0.604742,0.470067,0.482563,0.44635,0.402178,0.070203,0.061521,0.066007,0.050171,0.106061,0.059796,0.054113,0.041317
1.087952,1.271572,1.285346,1.250316,0.673369,0.846974,0.860059,0.821306,0.556902,0.516978,0.557383,0.604779,0.469887,0.482504,0.44631,0.402139,0.070367,0.060695,0.065093,0.049616,0.108128,0.059815,0.053998,0.041429
1.085062,1.26872,1.282553,1.24743,0.671474,0.844341,0.857304,0.818472,0.557023,0.51692,0.55733,0.604816,0.469702,0.482443,0.44627,0.402094,0.070503,0.059975,0.064299,0.049158,0.110298,0.059839,0.053884,0.04156
1.082129,1.265818,1.279704,1.244503,0.669688,0.841749,0.854582,0.815678,0.557143,0.516863,0.557275,0.604853,0.469515,0.482381,0.446229,0.402044,0.070612,0.059354,0.063619,0.048789,0.112573,0.059867,0.053772,0.041714
1.079157,1.262871,1.276802,1.241538,0.668018,0.839199,0.851893,0.812927,0.557261,0.516807,0.557219,0.604888,0.469329,0.482318,0.446189,0.401989,0.070697,0.058826,0.063043,0.048499,0.114957,0.059901,0.053662,0.041893
1.07615,1.259883,1.273853,1.238538,0.666472,0.836692,0.849237,0.810219,0.557376,0.516754,0.557164,0.604921,0.469148,0.482254,0.446149,0.401931,0.070758,0.058381,0.062563,0.048278,0.117452,0.059944,0.053556,0.042102
1.07311,1.256859,1.270862,1.235507,0.665056,0.834231,0.846616,0.807556,0.557487,0.516704,0.55711,0.604953,0.468976,0.48219,0.44611,0.401871,0.070799,0.058012,0.062167,0.048115,0.12006,0.059997,0.053456,0.042347
1.070044,1.253804,1.267834,1.232449,0.663778,0.831815,0.844029,0.804937,0.557594,0.516658,0.557061,0.604985,0.468816,0.482126,0.446072,0.401809,0.070823,0.057708,0.061846,0.047999,0.122784,0.060063,0.053363,0.04263
1.066954,1.250722,1.264775,1.229368,0.662644,0.829447,0.841477,0.802361,0.557696,0.516619,0.557018,0.605016,0.468673,0.482062,0.446035,0.401747,0.070833,0.057462,0.061587,0.047922,0.125627,0.060146,0.053279,0.04296
1.063845,1.24762,1.26169,1.226268,0.661661,0.827126,0.838961,0.799829,0.557792,0.516585,0.55698,0.605049,0.468548,0.481997,0.445999,0.401687,0.07083,0.057265,0.06138,0.047873,0.12859,0.060251,0.05321,0.04334
1.060719,1.244501,1.258584,1.223153,0.660836,0.824855,0.836481,0.797338,0.557884,0.516558,0.556949,0.605084,0.468444,0.481931,0.445964,0.40163,0.070818,0.057108,0.061217,0.047846,0.131674,0.060382,0.053159,0.043779
1.057582,1.241369,1.255463,1.220025,0.660173,0.822632,0.834039,0.794888,0.55797,0.516536,0.556924,0.605119,0.468364,0.481862,0.445929,0.401578,0.070797,0.056984,0.061087,0.047833,0.13488,0.060545,0.053131,0.044283
1.054436,1.238229,1.25233,1.216888,0.659678,0.820461,0.831639,0.792477,0.55805,0.516519,0.556904,0.605154,0.468309,0.481791,0.445892,0.401531,0.070771,0.056885,0.060982,0.047829,0.138209,0.060746,0.053134,0.044859
1.051283,1.235084,1.249188,1.213745,0.659355,0.818341,0.829282,0.790103,0.558125,0.516506,0.556888,0.605189,0.468279,0.481715,0.44585,0.401493,0.070741,0.056807,0.060897,0.047831,0.141659,0.060992,0.053174,0.045515
1.048126,1.231935,1.246042,1.210597,0.659206,0.816275,0.826975,0.787764,0.558194,0.516496,0.556876,0.605223,0.468273,0.481633,0.445801,0.401464,0.070708,0.056742,0.060825,0.047834,0.145229,0.061291,0.053261,0.046257
1.044966,1.228786,1.242893,1.207446,0.659234,0.814266,0.824722,0.78546,0.558256,0.516488,0.556865,0.605255,0.468291,0.481545,0.44574,0.401447,0.070673,0.056688,0.060762,0.047837,0.148917,0.06165,0.053402,0.047092
1.041806,1.225637,1.239744,1.204293,0.659439,0.812318,0.822527,0.783189,0.558311,0.51648,0.556856,0.605284,0.468331,0.481449,0.445664,0.401444,0.070637,0.056639,0.060702,0.047838,0.152718,0.062079,0.053606,0.048026
1.038646,1.222491,1.236596,1.20114,0.659822,0.810436,0.820398,0.780952,0.558359,0.516471,0.556845,0.605309,0.468392,0.481346,0.445571,0.401457,0.070602,0.056593,0.060644,0.047836,0.156629,0.062585,0.053882,0.049064
1.035486,1.219347,1.23345,1.197987,0.66038,0.808625,0.818337,0.77875,0.558399,0.51646,0.556833,0.605329,0.468473,0.481235,0.445461,0.40149,0.070568,0.056548,0.060584,0.047829,0.160642,0.063177,0.054236,0.050209
1.032329,1.216207,1.230306,1.194836,0.661111,0.806893,0.81635,0.776585,0.558431,0.516447,0.556818,0.605346,0.468574,0.481116,0.445333,0.401543,0.070536,0.056501,0.060522,0.047819,0.164749,0.063864,0.054677,0.051464
1.029175,1.213071,1.227165,1.191686,0.662011,0.80525,0.814441,0.774464,0.558455,0.51643,0.556801,0.605358,0.468696,0.48099,0.445189,0.40162,0.070506,0.056452,0.060455,0.047805,0.16894,0.064651,0.055209,0.052833
1.026024,1.209938,1.224026,1.188538,0.663075,0.803704,0.812615,0.772394,0.558471,0.516409,0.556781,0.605366,0.468839,0.480858,0.445033,0.401722,0.070477,0.0564,0.060385,0.047788,0.173204,0.065547,0.055839,0.054316
1.022875,1.206808,1.22089,1.185392,0.664294,0.802266,0.810878,0.770386,0.558481,0.516385,0.556757,0.605369,0.469004,0.480721,0.444867,0.40185,0.070451,0.056345,0.06031,0.047769,0.177526,0.066553,0.056569,0.055916
1.019729,1.20368,1.217755,1.182247,0.665662,0.800945,0.809237,0.768453,0.558483,0.516356,0.556731,0.605367,0.469194,0.480579,0.444695,0.402003,0.070427,0.056287,0.060232,0.047748,0.18189,0.067673,0.057403,0.05763
1.016585,1.200555,1.214622,1.179103,0.667168,0.799753,0.807701,0.766612,0.558479,0.516324,0.556704,0.60536,0.469409,0.480432,0.444519,0.40218,0.070406,0.056225,0.06015,0.047726,0.186277,0.068905,0.058342,0.059456
1.013443,1.197431,1.211491,1.17596,0.668802,0.7987,0.80628,0.764881,0.55847,0.51629,0.556675,0.60535,0.469653,0.480281,0.444341,0.402378,0.070388,0.056162,0.060067,0.047703,0.190667,0.070246,0.059385,0.061389
1.010303,1.194309,1.208361,1.172817,0.670554,0.797798,0.804987,0.763284,0.558455,0.516253,0.556646,0.605336,0.469929,0.480126,0.444163,0.402591,0.070372,0.056098,0.059982,0.04768,0.195036,0.07169,0.06053,0.063421
1.007164,1.191187,1.205231,1.169673,0.672411,0.797061,0.803839,0.761844,0.558437,0.516216,0.556617,0.605321,0.470238,0.479966,0.443986,0.402815,0.07036,0.056033,0.059896,0.047656,0.199359,0.073228,0.061774,0.065543
1.004026,1.188066,1.202102,1.166529,0.674364,0.796501,0.802854,0.760584,0.558416,0.516179,0.556591,0.605304,0.470583,0.4798,0.443811,0.403043,0.07035,0.055969,0.059811,0.047631,0.20361,0.07485,0.063112,0.067745
1.000889,1.184944,1.198972,1.163384,0.676403,0.796135,0.802051,0.759529,0.558395,0.516143,0.556566,0.605288,0.470965,0.479627,0.443637,0.403269,0.070344,0.055906,0.059726,0.047604,0.207761,0.076542,0.064537,0.070016
0.997754,1.181822,1.195843,1.160238,0.678519,0.795977,0.801454,0.758706,0.558372,0.51611,0.556545,0.605274,0.471385,0.479445,0.443462,0.403483,0.070341,0.055844,0.059642,0.047576,0.211783,0.07829,0.06604,0.072342
0.994619,1.1787,1.192713,1.157091,0.680704,0.796046,0.801087,0.758141,0.558351,0.516081,0.556528,0.605262,0.47184,0.479254,0.443285,0.403679,0.070343,0.055785,0.05956,0.047547,0.215649,0.08008,0.067614,0.07471
0.991486,1.175577,1.189583,1.153944,0.682952,0.796358,0.800978,0.757858,0.558331,0.516057,0.556515,0.605253,0.472328,0.479053,0.443102,0.403848,0.070348,0.055728,0.05948,0.047517,0.219332,0.081896,0.069247,0.077101
0.988354,1.172454,1.186454,1.150795,0.68526,0.796931,0.801151,0.757884,0.558314,0.516039,0.556507,0.605248,0.472844,0.478841,0.44291,0.403984,0.070358,0.055675,0.059402,0.047486,0.222807,0.083722,0.070928,0.079497
0.985222,1.16933,1.183325,1.147645,0.687626,0.797778,0.801629,0.75824,0.5583,0.516027,0.556505,0.605248,0.473382,0.478617,0.442707,0.404081,0.070374,0.055624,0.059327,0.047454,0.226052,0.085542,0.072643,0.081878
0.982091,1.166206,1.180196,1.144495,0.690051,0.798913,0.802433,0.758945,0.55829,0.516022,0.556508,0.605253,0.473933,0.478384,0.442491,0.404136,0.070395,0.055577,0.059254,0.047422,0.229051,0.087341,0.074378,0.084221
0.978961,1.163082,1.177069,1.141344,0.692536,0.800345,0.803578,0.760014,0.558286,0.516024,0.556517,0.605263,0.474489,0.478142,0.442262,0.404145,0.070423,0.055533,0.059183,0.047388,0.231787,0.089102,0.076116,0.086504
0.97583,1.159958,1.173941,1.138192,0.695085,0.80208,0.805074,0.761454,0.558286,0.516033,0.556532,0.605279,0.475039,0.477894,0.442021,0.404109,0.070455,0.055492,0.059115,0.047352,0.234251,0.090808,0.077838,0.088704
0.972699,1.156833,1.170815,1.13504,0.697704,0.804119,0.806925,0.76327,0.558294,0.516048,0.556551,0.605301,0.475573,0.477643,0.44177,0.404029,0.070494,0.055454,0.059048,0.047315,0.236436,0.092443,0.079522,0.090798
0.969566,1.153708,1.167689,1.131887,0.7004,0.806463,0.80913,0.76546,0.558308,0.516069,0.556576,0.605329,0.47608,0.477393,0.441514,0.403909,0.070538,0.055418,0.058983,0.047276,0.238337,0.093989,0.081149,0.092765
0.966431,1.150583,1.164564,1.128733,0.703179,0.809106,0.811686,0.768014,0.55833,0.516096,0.556605,0.605361,0.476551,0.477147,0.441255,0.403752,0.070586,0.055385,0.05892,0.047236,0.239954,0.095431,0.082698,0.094585
0.963292,1.147457,1.161439,1.125579,0.706048,0.812043,0.814584,0.770924,0.558359,0.516126,0.556638,0.605398,0.476977,0.476909,0.440998,0.403565,0.07064,0.055353,0.058858,0.047194,0.241286,0.096757,0.08415,0.096244
0.960148,1.144331,1.158315,1.122423,0.709014,0.815268,0.817815,0.774174,0.558397,0.516161,0.556674,0.605437,0.47735,0.476681,0.440746,0.403352,0.070697,0.055323,0.058797,0.047151,0.242336,0.097955,0.085489,0.097725
0.957,1.141206,1.155192,1.119268,0.712081,0.818772,0.82137,0.777752,0.55844,0.516197,0.556713,0.605478,0.477665,0.476466,0.440502,0.403121,0.070758,0.055294,0.058737,0.047108,0.243107,0.099016,0.086703,0.099019
0.953848,1.138081,1.152069,1.116112,0.715253,0.822547,0.825239,0.781644,0.558488,0.516236,0.556753,0.60552,0.477917,0.476266,0.440267,0.402876,0.070822,0.055266,0.058677,0.047063,0.243602,0.099934,0.087782,0.100114
0.950695,1.134957,1.148949,1.112956,0.718534,0.826587,0.829412,0.785837,0.558536,0.516275,0.556795,0.605563,0.478104,0.476083,0.440045,0.402624,0.070888,0.055238,0.058618,0.047019,0.243824,0.100706,0.088719,0.101006
0.947542,1.131834,1.145829,1.1098,0.721926,0.830885,0.833881,0.79032,0.558584,0.516314,0.556836,0.605606,0.478225,0.475918,0.439836,0.402368,0.070957,0.055211,0.058558,0.046975,0.243778,0.101331,0.089512,0.101691
0.944389,1.128713,1.142711,1.106645,0.72543,0.835432,0.838635,0.795082,0.558628,0.516353,0.556878,0.605649,0.478281,0.475773,0.439642,0.402113,0.071028,0.055182,0.058499,0.04693,0.243466,0.101809,0.09016,0.102169
0.941238,1.125594,1.139595,1.103491,0.729048,0.840225,0.843666,0.800116,0.558668,0.51639,0.556919,0.60569,0.478273,0.475648,0.439465,0.40186,0.071102,0.055154,0.058438,0.046885,0.242891,0.102144,0.090665,0.102442
0.938087,1.122477,1.136481,1.100339,0.732779,0.845258,0.848965,0.805413,0.558702,0.516426,0.556959,0.605731,0.478206,0.475541,0.439306,0.401613,0.071177,0.055124,0.058378,0.046841,0.242057,0.102338,0.091028,0.102516
0.934937,1.119363,1.133368,1.097188,0.736625,0.850526,0.854526,0.810968,0.55873,0.51646,0.556998,0.605771,0.478082,0.475453,0.439166,0.401372,0.071255,0.055094,0.058316,0.046797,0.240967,0.102399,0.091257,0.102395
0.931788,1.116252,1.130258,1.094038,0.740587,0.856025,0.860342,0.816773,0.558752,0.516491,0.557036,0.605808,0.477907,0.475381,0.439043,0.40114,0.071335,0.055062,0.058253,0.046753,0.239624,0.102329,0.091355,0.102087
0.92864,1.113145,1.127149,1.090889,0.744665,0.861751,0.866406,0.822823,0.558769,0.51652,0.557072,0.605842,0.477686,0.475323,0.438936,0.400916,0.071417,0.05503,0.058189,0.04671,0.238032,0.102136,0.09133,0.101602
0.925491,1.110041,1.124043,1.087742,0.748861,0.8677,0.872712,0.829112,0.558781,0.516548,0.557108,0.605874,0.477424,0.475278,0.438844,0.4007,0.071501,0.054996,0.058124,0.046667,0.236194,0.101825,0.091189,0.100947
0.922342,1.106941,1.120938,1.084596,0.753178,0.873866,0.879251,0.835633,0.55879,0.516573,0.557143,0.605904,0.477126,0.475242,0.438765,0.400491,0.071587,0.054963,0.058057,0.046626,0.234115,0.101401,0.090937,0.100133
0.919192,1.103846,1.117834,1.081451,0.75762,0.880245,0.886014,0.84238,0.558796,0.516596,0.557178,0.605931,0.476795,0.475213,0.438698,0.40029,0.071674,0.054928,0.057989,0.046585,0.231801,0.100871,0.090582,0.099169
0.916041,1.100756,1.114733,1.078308,0.762189,0.886829,0.892991,0.849344,0.5588,0.516617,0.557213,0.605956,0.476435,0.475187,0.438642,0.400093,0.071765,0.054894,0.057918,0.046545,0.229259,0.10024,0.090127,0.098065
0.912889,1.09767,1.111632,1.075167,0.766891,0.893613,0.90017,0.856518,0.558803,0.516637,0.557248,0.60598,0.476048,0.475163,0.438597,0.399901,0.071858,0.054859,0.057846,0.046504,0.226496,0.099513,0.089576,0.096832
0.909738,1.09459,1.108533,1.072027,0.77173,0.900587,0.907536,0.863892,0.558805,0.516655,0.557285,0.606003,0.475635,0.475137,0.438563,0.399711,0.071954,0.054826,0.057771,0.046464,0.223523,0.098695,0.088934,0.095479
0.906588,1.091514,1.105434,1.068889,0.776712,0.907743,0.915076,0.871459,0.558809,0.516673,0.557322,0.606026,0.475197,0.475108,0.438538,0.399523,0.072055,0.054793,0.057695,0.046424,0.220351,0.09779,0.088204,0.094016
0.903444,1.088444,1.102335,1.065752,0.781841,0.915069,0.922779,0.879207,0.558813,0.51669,0.557361,0.606049,0.474733,0.475075,0.438521,0.399333,0.072159,0.054762,0.057616,0.046383,0.216994,0.096803,0.087391,0.092452
0.900306,1.085378,1.099237,1.062614,0.787123,0.922556,0.93063,0.887128,0.558817,0.516706,0.557403,0.606071,0.474242,0.475038,0.438509,0.399141,0.072269,0.054733,0.057535,0.046341,0.213468,0.095739,0.086499,0.090797
0.897178,1.082316,1.096137,1.059477,0.792561,0.930189,0.938616,0.895211,0.558821,0.516722,0.557446,0.606092,0.473722,0.474995,0.4385,0.398944,0.072385,0.054705,0.057453,0.0463,0.20979,0.094603,0.085533,0.089061
0.89406,1.079257,1.093036,1.05634,0.798157,0.93796,0.946724,0.903445,0.558823,0.516739,0.557491,0.606112,0.473174,0.474948,0.43849,0.39874,0.072505,0.05468,0.057368,0.046258,0.205978,0.093401,0.0845,0.087254
0.890954,1.076199,1.089935,1.053201,0.803909,0.945859,0.954944,0.911821,0.55882,0.516756,0.557538,0.606132,0.472602,0.474895,0.438475,0.398527,0.072628,0.054656,0.057281,0.046215,0.202048,0.092143,0.083406,0.085386
0.887859,1.073142,1.086832,1.050062,0.809814,0.953876,0.963265,0.920329,0.558809,0.516773,0.557586,0.606151,0.472008,0.474836,0.438454,0.398304,0.072754,0.054633,0.057192,0.046171,0.198018,0.090836,0.082261,0.083469
0.884776,1.070084,1.083728,1.046921,0.81587,0.962005,0.971678,0.928959,0.558788,0.516791,0.557634,0.60617,0.471396,0.474769,0.438424,0.398069,0.072878,0.05461,0.057102,0.046126,0.193906,0.089493,0.081075,0.081514
0.881703,1.067023,1.080623,1.043779,0.822076,0.970239,0.980176,0.9377,0.558752,0.516809,0.557681,0.60619,0.470765,0.474693,0.438381,0.397821,0.072997,0.054586,0.05701,0.046079,0.189727,0.088124,0.079859,0.079532
0.878641,1.063957,1.077518,1.040635,0.828431,0.97857,0.988753,0.946541,0.558698,0.516827,0.557727,0.60621,0.470117,0.474608,0.438323,0.397561,0.073109,0.05456,0.056918,0.046029,0.185501,0.08674,0.078624,0.077536
0.875586,1.060886,1.074412,1.03749,0.834937,0.986992,0.997403,0.955473,0.558625,0.516846,0.557772,0.60623,0.46945,0.474512,0.438248,0.397291,0.07321,0.054531,0.056826,0.045979,0.181243,0.085355,0.077385,0.075537
0.872537,1.057808,1.071306,1.034343,0.841592,0.9955,1.006124,0.964481,0.558535,0.516864,0.557816,0.60625,0.468767,0.474406,0.438153,0.39701,0.073302,0.0545,0.056733,0.045927,0.17697,0.083978,0.076153,0.073547
0.869492,1.054723,1.068198,1.031195,0.848392,1.004085,1.01491,0.973555,0.558434,0.516882,0.557859,0.60627,0.468072,0.474287,0.438036,0.396724,0.073385,0.054465,0.056642,0.045875,0.172698,0.082621,0.074943,0.071578
0.86645,1.051629,1.06509,1.028047,0.855329,1.012739,1.023756,0.982682,0.558328,0.516899,0.5579,0.606289,0.46737,0.474155,0.437898,0.396433,0.073465,0.054427,0.056552,0.045823,0.168439,0.081294,0.073768,0.069643
0.86341,1.048526,1.061981,1.0249,0.862395,1.021454,1.032656,0.991852,0.558222,0.516915,0.557941,0.606308,0.466671,0.47401,0.437738,0.39614,0.073544,0.054386,0.056465,0.045772,0.164204,0.080007,0.07264,0.067754
0.860371,1.045412,1.058871,1.021755,0.869578,1.030219,1.041603,1.001055,0.558121,0.516931,0.55798,0.606326,0.465985,0.47385,0.437558,0.395847,0.073625,0.054341,0.056379,0.045724,0.160002,0.078769,0.071573,0.065925
0.85733,1.042289,1.055762,1.018613,0.876864,1.039024,1.050587,1.010283,0.558026,0.516944,0.558018,0.606343,0.465321,0.473677,0.437361,0.395556,0.073709,0.054293,0.056297,0.045677,0.15584,0.07759,0.070579,0.064171
0.854286,1.039154,1.052654,1.015473,0.884242,1.04786,1.0596,1.019528,0.557939,0.516956,0.558054,0.606359,0.464686,0.473489,0.43715,0.395267,0.073797,0.05424,0.056219,0.045632,0.151727,0.076481,0.06967,0.062504
0.851237,1.03601,1.049548,1.012337,0.891701,1.056716,1.068632,1.028782,0.557859,0.516966,0.558088,0.606374,0.464084,0.473288,0.436928,0.394983,0.07389,0.054182,0.056145,0.04559,0.147668,0.07545,0.068858,0.060937
0.848183,1.032857,1.046446,1.009203,0.89923,1.065585,1.077674,1.038039,0.557786,0.516973,0.558119,0.606389,0.463518,0.473075,0.436699,0.394705,0.073987,0.054119,0.056076,0.04555,0.143672,0.074509,0.068153,0.059481
0.845123,1.029697,1.043348,1.006071,0.90682,1.074456,1.086715,1.047289,0.557718,0.516977,0.558146,0.606401,0.46299,0.472851,0.436467,0.394435,0.074091,0.054052,0.056012,0.045513,0.139746,0.073667,0.067566,0.058146
0.842058,1.026531,1.040257,1.00294,0.914463,1.08332,1.095746,1.056527,0.557654,0.516977,0.558169,0.606411,0.4625,0.472619,0.436234,0.394174,0.074199,0.05398,0.055953,0.045478,0.135898,0.072933,0.067106,0.056941
0.838987,1.023357,1.03717,0.999808,0.922148,1.092169,1.104757,1.065743,0.557593,0.516972,0.558188,0.606417,0.462048,0.472382,0.436003,0.393925,0.074312,0.053902,0.055899,0.045444,0.132136,0.072316,0.066779,0.055872
0.835913,1.020175,1.03409,0.996673,0.929867,1.100992,1.113737,1.07493,0.557533,0.51696,0.558203,0.606421,0.461633,0.472142,0.435776,0.393689,0.074429,0.053819,0.05585,0.045412,0.128466,0.071826,0.066592,0.054945
0.832836,1.01699,1.031013,0.993534,0.937609,1.109781,1.122677,1.084079,0.557474,0.516942,0.558214,0.606421,0.461254,0.471905,0.435556,0.393467,0.074551,0.053732,0.055805,0.045381,0.124897,0.071467,0.066549,0.054164
0.829756,1.013806,1.027939,0.990391,0.945367,1.118526,1.131566,1.093182,0.557413,0.516922,0.558223,0.606418,0.460911,0.471673,0.435345,0.393263,0.074678,0.053642,0.055763,0.045349,0.121437,0.071246,0.066652,0.053532
0.826675,1.010628,1.024867,0.987243,0.953133,1.127217,1.140394,1.10223,0.557348,0.516902,0.55823,0.606412,0.460601,0.47145,0.435146,0.393076,0.074809,0.053553,0.055721,0.045316,0.118092,0.071166,0.066903,0.05305
0.823593,1.007462,1.021794,0.984088,0.960898,1.135844,1.149149,1.111217,0.55728,0.516886,0.558235,0.606401,0.460324,0.47124,0.434961,0.392909,0.074945,0.053465,0.055679,0.045283,0.114869,0.071228,0.067299,0.052719
0.820512,1.004313,1.018719,0.980929,0.968659,1.144397,1.157822,1.120134,0.557207,0.516877,0.558237,0.606386,0.46008,0.471046,0.434793,0.392761,0.075087,0.053382,0.055634,0.045248,0.111776,0.071432,0.06784,0.052538
0.817433,1.001182,1.015641,0.977764,0.976405,1.152866,1.166402,1.128974,0.55713,0.516876,0.558234,0.606366,0.459868,0.470872,0.434646,0.392633,0.075234,0.053304,0.055586,0.045214,0.108816,0.071777,0.06852,0.052505
0.814356,0.998071,1.012557,0.974596,0.984129,1.161243,1.17488,1.13773,0.557047,0.516886,0.558227,0.606341,0.459686,0.470722,0.434521,0.392527,0.075388,0.053232,0.055533,0.045179,0.105994,0.07226,0.069336,0.05262
0.811282,0.99498,1.009468,0.971425,0.991822,1.169518,1.183245,1.146394,0.55696,0.516906,0.558214,0.606313,0.459534,0.470598,0.434423,0.392442,0.075549,0.053165,0.055474,0.045144,0.103311,0.072879,0.070282,0.052877
0.808212,0.991908,1.006373,0.968254,0.999472,1.177681,1.19149,1.154957,0.556869,0.516936,0.558198,0.606281,0.459412,0.470502,0.434351,0.392379,0.075717,0.053102,0.05541,0.04511,0.10077,0.073628,0.071354,0.053273
0.805145,0.988852,1.003275,0.965085,1.007068,1.185725,1.199606,1.163411,0.556773,0.516975,0.558179,0.606249,0.459319,0.470435,0.434309,0.39234,0.075895,0.053043,0.055344,0.045077,0.098371,0.074504,0.072546,0.053802
0.802082,0.98581,1.000175,0.96192,1.014601,1.193641,1.207585,1.171746,0.556673,0.517022,0.558161,0.606217,0.459256,0.470399,0.434296,0.392327,0.076081,0.052986,0.055275,0.045044,0.096113,0.0755,0.073851,0.054459
0.799024,0.982778,0.997077,0.958761,1.022061,1.201422,1.215421,1.179952,0.556571,0.517076,0.558145,0.606189,0.459224,0.470395,0.434314,0.392339,0.076277,0.052931,0.055204,0.045013,0.093995,0.076612,0.075264,0.055238
0.79597,0.979755,0.993981,0.95561,1.029439,1.209062,1.223106,1.18802,0.556466,0.517136,0.558133,0.606164,0.459226,0.470424,0.434361,0.392379,0.076484,0.052876,0.055134,0.044984,0.092016,0.077832,0.076778,0.056131
